"property_id","bathroom_count","bedroom_count","calc_finish_sq_ft","assessed_property_value","tax_paid","tax_rate","county_code","county"
31657,3,4,2210,490636,6020.32,1.2270440815594452,6037,"Los Angeles"
31658,2,3,1412,752000,9029.08,1.2006755319148936,6037,"Los Angeles"
31659,2,3,1287,267928,3229.39,1.205320085993252,6037,"Los Angeles"
31660,2,3,1432,508492,6124.78,1.2044987925080435,6037,"Los Angeles"
31661,4,3,2044,836081,10138.53,1.2126253317561337,6037,"Los Angeles"
31662,2,3,1148,351238,4345.2,1.237109879910488,6037,"Los Angeles"
31663,1,3,1160,84453,1131.57,1.3398813541259635,6037,"Los Angeles"
31664,2,3,1847,822351,9877.18,1.2010905319018277,6037,"Los Angeles"
31665,3,2,1147,181415,2190.67,1.2075462337733927,6037,"Los Angeles"
31666,2,2,1696,790574,9582.58,1.2121041167556736,6037,"Los Angeles"
31667,2,2,1509,354377,4337.8,1.2240636384415466,6037,"Los Angeles"
31668,3,3,1793,373305,4556.88,1.2206854984530078,6037,"Los Angeles"
31669,1,2,1057,815000,9844.73,1.2079423312883435,6037,"Los Angeles"
31670,2,3,1333,454000,5440.16,1.198273127753304,6037,"Los Angeles"
31671,1,1,734,294367,3580.36,1.21629122829665,6037,"Los Angeles"
31672,1,1,698,292019,3550.83,1.2159585506422528,6037,"Los Angeles"
31673,2,1,918,281383,3437.7,1.221715597601845,6037,"Los Angeles"
31674,2,2,1270,649101,7926.5,1.2211504835148923,6037,"Los Angeles"
31675,2,3,1826,1233617,14955.39,1.2123203555074225,6037,"Los Angeles"
31676,2,2,1264,349408,4187.06,1.1983297463137652,6037,"Los Angeles"
31677,3,5,2144,408711,5016.61,1.2274223106302498,6037,"Los Angeles"
31678,3,3,2471,259935,3257.3,1.25312097255083,6037,"Los Angeles"
31679,3,3,2033,388074,4708.5,1.2132995253482584,6037,"Los Angeles"
31680,3,4,2312,348453,4252.56,1.220411361073086,6037,"Los Angeles"
31681,2,2,1022,181388,2250.51,1.2407160341367678,6037,"Los Angeles"
31682,2,3,1436,704399,8474.26,1.2030482723570022,6037,"Los Angeles"
31683,2,2,1049,165932,2062.7,1.243099582961695,6037,"Los Angeles"
31684,7,5,7818,5416482,65142.12,1.2026647554630479,6037,"Los Angeles"
31685,2,2,1560,258225,3369.57,1.3048968922451352,6037,"Los Angeles"
31686,3,3,2854,225916,3019.71,1.336651675844119,6037,"Los Angeles"
31687,3,3,2328,185765,2479.57,1.334788576965521,6037,"Los Angeles"
31688,2,2,1293,400488,4794.34,1.1971245081001178,6037,"Los Angeles"
31689,2,2,1917,581357,7141,1.228333020846055,6037,"Los Angeles"
31690,2,2,1472,370566,4447.95,1.2003124949401727,6037,"Los Angeles"
31691,1,1,1154,390000,4748.41,1.2175410256410255,6037,"Los Angeles"
31692,3,4,2543,727695,8927.8,1.2268601543228963,6037,"Los Angeles"
31693,5,4,3273,1607473,16807.14,1.0455628181624201,6037,"Los Angeles"
31694,1,2,1071,444000,5358.76,1.206927927927928,6037,"Los Angeles"
31695,2,2,2629,203016,2753.09,1.3560950861015881,6037,"Los Angeles"
31696,2,3,1787,397270,4888.71,1.2305761824451884,6037,"Los Angeles"
31697,4,4,3574,1680914,20716.26,1.2324402081248653,6037,"Los Angeles"
31698,2,3,2145,320919,3998.55,1.2459686089013116,6037,"Los Angeles"
31699,4,6,4258,1116775,13738.3,1.2301761769380581,6037,"Los Angeles"
31700,2,3,2318,157564,2134.62,1.3547637785280902,6037,"Los Angeles"
31701,3,4,3488,1166444,14232.87,1.2201931682961207,6037,"Los Angeles"
31702,4,5,4296,860795,10587.27,1.2299409267014794,6037,"Los Angeles"
31703,3,4,2828,222236,2983.98,1.3427077521193687,6037,"Los Angeles"
31704,3,3,2183,140792,1869.43,1.3277956133871243,6037,"Los Angeles"
31705,2,3,2082,759523,9234.77,1.215864430701901,6037,"Los Angeles"
31706,3,4,2982,777734,9440.35,1.2138276068681582,6037,"Los Angeles"
31707,2,2,1821,776888,9507.39,1.2237787171381203,6037,"Los Angeles"
31708,2,3,1470,265149,3281.2,1.237492881361046,6037,"Los Angeles"
31709,3,4,2430,1223000,14719.36,1.2035453802125922,6037,"Los Angeles"
31710,3,3,2360,977282,11863.27,1.2139044820225893,6037,"Los Angeles"
31711,3,4,3213,684611,8509.59,1.2429817808945518,6037,"Los Angeles"
31712,4,4,2989,1725000,20945.95,1.2142579710144927,6037,"Los Angeles"
31713,5,7,5164,702220,8960.96,1.276090114209222,6037,"Los Angeles"
31714,3,3,1854,926843,11308.04,1.220059923849023,6037,"Los Angeles"
31715,3,4,2810,380775,4880.13,1.2816308843805397,6037,"Los Angeles"
31716,3,5,2623,1177489,14375.09,1.2208258421097775,6037,"Los Angeles"
31717,3,3,1722,355445,4379.13,1.2320133916639706,6037,"Los Angeles"
31718,3,5,2488,186351,2459.47,1.319805098979882,6037,"Los Angeles"
31719,3,5,2754,221517,2888.53,1.303976669962125,6037,"Los Angeles"
31720,4,4,3167,748626,9396.67,1.255188839286907,6037,"Los Angeles"
31721,6,3,4230,786457,9880.43,1.256321706081833,6037,"Los Angeles"
31722,5,4,3817,1106909,13691.89,1.236948114072611,6037,"Los Angeles"
31723,3,3,2269,363002,4593.59,1.2654448184858487,6037,"Los Angeles"
31724,3,3,2629,698910,8747.06,1.2515288091456696,6037,"Los Angeles"
31725,6,5,5400,1895312,23066.9,1.217050279848384,6037,"Los Angeles"
31726,5,5,3786,1191769,14669.44,1.230896255901941,6037,"Los Angeles"
31727,2,3,1484,428201,5234.46,1.2224305875044663,6037,"Los Angeles"
31728,2,3,1764,375594,4631.06,1.2329962672460157,6037,"Los Angeles"
31729,3,3,2240,252502,3268.86,1.2945877656414604,6037,"Los Angeles"
31730,2,4,2263,555128,6726.14,1.2116376763557235,6037,"Los Angeles"
31731,2,4,1872,232743,2958.11,1.2709770003823961,6037,"Los Angeles"
31732,1,4,1418,336562,4237.09,1.2589329752021916,6037,"Los Angeles"
31733,2,3,1596,74309,1125.76,1.5149712686215666,6037,"Los Angeles"
31734,1,3,1065,323511,3989.21,1.2330987199817007,6037,"Los Angeles"
31735,2,3,1169,258882,3144.27,1.214557211393608,6037,"Los Angeles"
31736,3,4,1790,134694,1696.42,1.2594621883677077,6037,"Los Angeles"
31737,1,3,1026,246608,3078.24,1.2482320119379744,6037,"Los Angeles"
31738,1,3,1017,391885,4714.92,1.2031386758870588,6037,"Los Angeles"
31739,2,3,1725,341891,4191.69,1.226031103480349,6037,"Los Angeles"
31740,2,2,985,129394,1635.8,1.2642008130206965,6037,"Los Angeles"
31741,1,2,900,276332,3430.31,1.2413726966113225,6037,"Los Angeles"
31742,2,3,1312,343473,4150.43,1.2083715459439317,6037,"Los Angeles"
31743,1,3,1008,194734,2526.39,1.2973543397660399,6037,"Los Angeles"
31744,1,3,1026,427000,5136.75,1.2029859484777516,6037,"Los Angeles"
31745,1,3,996,129438,1667.56,1.2883079157588961,6037,"Los Angeles"
31746,1,2,1008,198128,2407.73,1.2152396430590324,6037,"Los Angeles"
31747,2,3,1591,441633,5482.55,1.241426704979021,6037,"Los Angeles"
31748,1,2,1360,234833,2937.3,1.2508037626739001,6037,"Los Angeles"
31749,1,3,1015,212205,2672.1,1.259206898989185,6037,"Los Angeles"
31750,4,6,2448,158310,2149.97,1.3580759269787124,6037,"Los Angeles"
31751,2,2,1504,231548,2984.59,1.2889724808678977,6037,"Los Angeles"
31752,3,4,2116,244064,3206.82,1.3139258555133082,6037,"Los Angeles"
31753,1,3,984,212205,2655.27,1.251275888881035,6037,"Los Angeles"
31754,2,4,1514,180134,2208.13,1.2258263292881968,6037,"Los Angeles"
31755,2,3,1660,330830,4014.8,1.2135537889550525,6037,"Los Angeles"
31756,2,4,1040,244573,2962.91,1.2114624263512326,6037,"Los Angeles"
31757,2,3,1705,386172,4772.93,1.2359596242089017,6037,"Los Angeles"
31758,1,2,1032,299856,3618.28,1.2066725361506858,6037,"Los Angeles"
31759,8,8,3518,460474,5704.7,1.2388755934102686,6037,"Los Angeles"
31760,2,2,1561,249575,3033.69,1.2155424221175999,6037,"Los Angeles"
31761,2,3,1266,344809,4164.96,1.2079035059989733,6037,"Los Angeles"
31762,3,5,1863,609000,7412.75,1.2172003284072248,6037,"Los Angeles"
31763,1,3,1247,127198,1568.28,1.2329439142124876,6037,"Los Angeles"
31764,2,3,1428,452500,5529.7,1.2220331491712706,6037,"Los Angeles"
31765,1,3,1040,79577,1104.11,1.3874737675458988,6037,"Los Angeles"
31766,2,3,1339,129809,1614.83,1.2440046529901625,6037,"Los Angeles"
31767,2,3,1654,468871,5664.87,1.2081937249264723,6037,"Los Angeles"
31768,2,3,1540,369852,4549.49,1.2300839254620766,6037,"Los Angeles"
31769,5,5,2992,282972,3691.18,1.3044329474294276,6037,"Los Angeles"
31770,2,4,1820,225617,2767.94,1.2268313114703235,6037,"Los Angeles"
31771,4,4,1804,346284,4245.94,1.2261438587979807,6037,"Los Angeles"
31772,2,3,1393,380718,4678.12,1.2287624961257413,6037,"Los Angeles"
31773,3,4,2201,649000,7966.44,1.2274946070878274,6037,"Los Angeles"
31774,2,2,1890,204882,2552.01,1.2455999062875218,6037,"Los Angeles"
31775,3,3,1716,221685,2787.02,1.257198276834247,6037,"Los Angeles"
31776,2,3,1972,636620,7764.31,1.219614526719236,6037,"Los Angeles"
31777,2,3,1923,600608,7331.39,1.2206613964515958,6037,"Los Angeles"
31778,2,2,1223,193417,2330.56,1.204940620524566,6037,"Los Angeles"
31779,2,3,1351,92683,1132.9,1.2223385086801248,6037,"Los Angeles"
31780,2,3,1898,265519,3302.38,1.2437452687001684,6037,"Los Angeles"
31781,2,2,1126,182497,2281.35,1.25007534370428,6037,"Los Angeles"
31782,1,3,957,339530,4173.41,1.229172679881012,6037,"Los Angeles"
31783,1,1,632,217000,2666.62,1.2288571428571429,6037,"Los Angeles"
31784,2,3,1600,203969,2507.36,1.229284842304468,6037,"Los Angeles"
31785,4,6,3835,665742,8417.11,1.2643201119953378,6037,"Los Angeles"
31786,3,3,1147,213385,2599.41,1.2181784099163482,6037,"Los Angeles"
31787,2,3,1437,199016,2478.58,1.2454174538730554,6037,"Los Angeles"
31788,2,2,1402,223790,2728.1,1.219044640064346,6037,"Los Angeles"
31789,4,4,1644,416093,5155.13,1.2389369684181182,6037,"Los Angeles"
31790,1,2,1178,485705,5929.23,1.2207471613427903,6037,"Los Angeles"
31791,3,6,2518,341653,4268.81,1.2494577831893765,6037,"Los Angeles"
31792,2,3,1575,99965,1268.94,1.2693842844995749,6037,"Los Angeles"
31793,2,3,1212,251709,3046.23,1.2102189433035768,6037,"Los Angeles"
31794,1,2,1142,82437,1040.03,1.261605832332569,6037,"Los Angeles"
31795,1,2,896,159680,1954.35,1.2239165831663326,6037,"Los Angeles"
31796,2,2,1498,63944,823.07,1.287173151507569,6037,"Los Angeles"
31797,3,6,2757,425714,5251.42,1.233555861446887,6037,"Los Angeles"
31798,1,2,938,312068,3848.05,1.2330806106361436,6037,"Los Angeles"
31799,2,3,1436,231693,2829.85,1.2213791525855335,6037,"Los Angeles"
31800,2,3,1492,333629,4138.32,1.2403957689529388,6037,"Los Angeles"
31801,1,1,1109,121054,1495.33,1.235258644902275,6037,"Los Angeles"
31802,4,4,2735,651433,7976.78,1.2244973773204613,6037,"Los Angeles"
31803,2,3,1610,152964,1905.93,1.245999058602024,6037,"Los Angeles"
31804,3,2,1667,435067,5342.27,1.2279189182355823,6037,"Los Angeles"
31805,3,3,2213,364169,4523.36,1.2421046272472396,6037,"Los Angeles"
31806,3,3,2218,124634,1656.22,1.3288669223486367,6037,"Los Angeles"
31807,2,2,1751,439135,5316.38,1.2106482061325106,6037,"Los Angeles"
31808,1,2,1178,599831,7837.37,1.3065963579741628,6037,"Los Angeles"
31809,3,5,2176,735000,12400.6,1.687156462585034,6037,"Los Angeles"
31810,2,3,1366,77825,1055.88,1.3567362672663028,6037,"Los Angeles"
31811,1,2,1325,65188,909.21,1.394750567589127,6037,"Los Angeles"
31812,2,3,1879,294224,3589.63,1.220033036054163,6037,"Los Angeles"
31813,2,3,1578,583570,7091.88,1.2152578096886406,6037,"Los Angeles"
31814,2,3,1737,725903,8879.61,1.2232502138715504,6037,"Los Angeles"
31815,4,4,3767,824353,10034.69,1.2172807037761735,6037,"Los Angeles"
31816,3,4,2700,477574,5861.47,1.2273427782919506,6037,"Los Angeles"
31817,2,2,1310,394661,4764.98,1.2073602408142683,6037,"Los Angeles"
31818,3,4,1883,327038,3983.83,1.2181550767800684,6037,"Los Angeles"
31819,2,3,1643,579131,7160.18,1.2363662107536981,6037,"Los Angeles"
31820,1,2,1340,227011,2853.4,1.2569434961301436,6037,"Los Angeles"
31821,3,2,1252,244940,2934.45,1.198028088511472,6037,"Los Angeles"
31822,3,2,1228,292618,3624.11,1.2385123266511289,6037,"Los Angeles"
31823,2,2,1163,89412,1172.89,1.311781416364694,6037,"Los Angeles"
31824,3,2,980,131926,1585.42,1.2017494656095085,6037,"Los Angeles"
31825,3,2,986,281703,3356.84,1.1916238023734216,6037,"Los Angeles"
31826,2,2,1097,347835,4252.35,1.2225192979429902,6037,"Los Angeles"
31827,2,2,1090,340909,4166.38,1.2221384592369224,6037,"Los Angeles"
31828,2,2,1832,385964,4692.87,1.2158828284503218,6037,"Los Angeles"
31829,2,2,1690,116169,1546.95,1.3316375280840844,6037,"Los Angeles"
31830,3,2,1493,214216,2761.95,1.289329461851589,6037,"Los Angeles"
31831,2,2,1477,189903,2405.7,1.2668046318383595,6037,"Los Angeles"
31832,2,3,1503,908300,10921.38,1.2023978861609599,6037,"Los Angeles"
31833,3,3,1524,523715,6389.29,1.2199936988629312,6037,"Los Angeles"
31834,4,6,3064,291334,3891.09,1.3356113601570705,6037,"Los Angeles"
31835,3,3,1553,96672,1300.65,1.3454257696127112,6037,"Los Angeles"
31836,3,4,3272,622297,7598.57,1.2210520057143133,6037,"Los Angeles"
31837,2,3,1943,837580,10150.61,1.2118973709973972,6037,"Los Angeles"
31838,2,2,1398,97710,1295.92,1.3262920888343057,6037,"Los Angeles"
31839,2,2,1537,696040,8364.52,1.2017297856445033,6037,"Los Angeles"
31840,3,3,2668,574041,7094.94,1.2359639816668146,6037,"Los Angeles"
31841,3,4,2224,567799,6861.53,1.2084434808796773,6037,"Los Angeles"
31842,2,3,1486,540919,6494.86,1.2007084239969383,6037,"Los Angeles"
31843,3,3,1940,516951,6256.36,1.2102423633961439,6037,"Los Angeles"
31844,1,1,712,112551,1340.99,1.1914509866638234,6037,"Los Angeles"
31845,2,2,1523,202305,2445.3,1.2087195076740564,6037,"Los Angeles"
31846,3,2,1544,154071,1894.86,1.2298615573339564,6037,"Los Angeles"
31847,3,3,2362,168837,2130.27,1.2617317294194992,6037,"Los Angeles"
31848,2,3,1827,499559,6042.93,1.2096529138700334,6037,"Los Angeles"
31849,4,5,4480,629578,7768.35,1.233897944337318,6037,"Los Angeles"
31850,2,3,1996,101222,1293.46,1.277844737310071,6037,"Los Angeles"
31851,1,2,1292,361758,4368.8,1.2076581582162662,6037,"Los Angeles"
31852,3,3,1992,592398,7138.45,1.2050091323738432,6037,"Los Angeles"
31853,1,2,1432,278089,3399.13,1.2223173156795129,6037,"Los Angeles"
31854,2,2,1351,89212,1168.3,1.3095771869255257,6037,"Los Angeles"
31855,3,3,2025,609456,7516.23,1.2332686855162636,6037,"Los Angeles"
31856,2,2,1000,422000,5130.47,1.2157511848341234,6037,"Los Angeles"
31857,4,4,2458,1196041,14523.82,1.214324592551593,6037,"Los Angeles"
31858,3,2,1188,155101,1959.97,1.2636733483343112,6037,"Los Angeles"
31859,2,2,1275,183646,2385.87,1.2991679644533505,6037,"Los Angeles"
31860,1,2,1383,261392,3253.01,1.2444948582971171,6037,"Los Angeles"
31861,2,3,1542,666775,8097.15,1.214375164035844,6037,"Los Angeles"
31862,3,2,1172,239116,2947.19,1.2325356730624466,6037,"Los Angeles"
31863,5,5,3119,1282551,15507.55,1.2091176101379204,6037,"Los Angeles"
31864,3,3,1750,482770,5904.46,1.2230378855355553,6037,"Los Angeles"
31865,2,2,1056,208142,2518.44,1.2099624294952485,6037,"Los Angeles"
31866,2,2,1650,260876,3150.85,1.2077960410309878,6037,"Los Angeles"
31867,3,2,1506,342102,4150.22,1.2131528023805767,6037,"Los Angeles"
31868,5,5,5106,2600588,31253.13,1.2017716762516786,6037,"Los Angeles"
31869,2,3,1586,106820,1510.76,1.4143044373712788,6037,"Los Angeles"
31870,1,1,651,583768,7086.43,1.2139120335475737,6037,"Los Angeles"
31871,4,2,2121,546266,6715.54,1.229353465161661,6037,"Los Angeles"
31872,3,3,2073,734277,8935.02,1.2168459586777198,6037,"Los Angeles"
31873,2,3,1701,115932,1626.71,1.403158748231722,6037,"Los Angeles"
31874,3,2,1648,342588,4129.42,1.205360374560697,6037,"Los Angeles"
31875,3,4,2596,1400000,16954.92,1.2110657142857142,6037,"Los Angeles"
31876,2,2,2001,873795,10496.1,1.2012085214495392,6037,"Los Angeles"
31877,3,3,3245,1147030,13982.19,1.2189907848966461,6037,"Los Angeles"
31878,3,4,2514,413811,5150.5,1.2446503355396545,6037,"Los Angeles"
31879,3,3,2016,372591,4665.3,1.252123642277994,6037,"Los Angeles"
31880,4,3,2978,463179,5818.1,1.2561234425567653,6037,"Los Angeles"
31881,3,3,3220,299317,3853.54,1.2874444151184197,6037,"Los Angeles"
31882,3,3,2178,1290000,15690.71,1.2163341085271318,6037,"Los Angeles"
31883,4,4,2800,1812185,21902.49,1.2086232917720874,6037,"Los Angeles"
31884,2,3,1632,877364,10521.99,1.1992730497262254,6037,"Los Angeles"
31885,3,3,2679,530818,6519.86,1.2282665621738524,6037,"Los Angeles"
31886,2,3,1530,1131314,13605.73,1.2026484247521023,6037,"Los Angeles"
31887,4,4,3568,304542,3931.17,1.2908465827373565,6037,"Los Angeles"
31888,3,3,1953,451866,5546.75,1.2275209907361917,6037,"Los Angeles"
